seqnames,strand,position,sampleName,refGenome
chr12,+,12498184,TDN - CR_PRtd,hg38
chr2,-,161406842,TDN - CR_PRtd,hg38
chrY,-,13460792,TDN - CR_PRtd,hg38
chr1,+,154932734,TDN - CR_PRtd,hg38
chr12,+,48074477,TDN - CR_PRtd,hg38
chr2,+,28779114,TDN - CR_PRtd,hg38
chr1,-,205616296,TDN - CR_PRtd,hg38
chr19,+,7370831,TDN - CR_PRtd,hg38
chr17,-,30884380,TDN - CR_PRtd,hg38
chr22,-,19923628,TDN - CR_PRtd,hg38
chr9,+,128478291,TDN - CR_PRtd,hg38
chr8,+,123031346,TDN - CR_PRtd,hg38
chr13,-,30416884,TDN - CR_PRtd,hg38
chr17,+,7876279,TDN - CR_PRtd,hg38
chr1,-,31924206,TDN - CR_PRtd,hg38
chr19,-,35181305,TDN - CR_PRtd,hg38
chr20,-,50966809,TDN - CR_PRtd,hg38
chr6,-,65077004,TDN - CR_PRtd,hg38
chr17,+,35475631,TDN - CR_PRtd,hg38
chr2,+,238018092,TDN - CR_PRtd,hg38
chr3,+,100902167,TDN - CR_PRtd,hg38
chr15,+,63515504,TDN - CR_PRtd,hg38
chr1,-,43676725,TDN - CR_PRtd,hg38
chr19,+,6794154,TDN - CR_PRtd,hg38
chr8,-,144525927,TDN - CR_PRtd,hg38
chr16,+,68147536,TDN - CR_PRtd,hg38
chr6,-,32635912,TDN - CR_PRtd,hg38
chr1,+,23622684,TDN - CR_PRtd,hg38
chr17,+,2105724,TDN - CR_PRtd,hg38
chr3,+,108104746,TDN - CR_PRtd,hg38
chr16,-,27330596,TDN - CR_PRtd,hg38
chrX,+,102771301,TDN - CR_PRtd,hg38
chr1,+,1805494,TDN - CR_PRtd,hg38
chr5,-,12096250,TDN - CR_PRtd,hg38
chr1,-,82591793,TDN - CR_PRtd,hg38
chr2,-,187988599,TDN - CR_PRtd,hg38
chr19,-,54352647,TDN - CR_PRtd,hg38
chr17,+,65048531,TDN - CR_PRtd,hg38
chr8,+,104520822,TDN - CR_PRtd,hg38
chr12,+,66851188,TDN - CR_PRtd,hg38
chr3,-,128298440,TDN - CR_PRtd,hg38
chr1,+,115522998,TDN - CR_PRtd,hg38
chr20,+,62915885,TDN - CR_PRtd,hg38
chr5,+,91377551,TDN - CR_PRtd,hg38
chr22,+,45767416,TDN - CR_PRtd,hg38
chr19,-,7412544,TDN - CR_PRtd,hg38
chr16,-,3471367,TDN - CR_PRtd,hg38
chr5,+,383955,TDN - CR_PRtd,hg38
chr10,-,96538469,TDN - CR_PRtd,hg38
chr17,+,49637387,TDN - CR_PRtd,hg38
chr16,-,28189604,TDN - CR_PRtd,hg38
chr5,-,40684346,TDN - CR_PRtd,hg38
chr16,+,2256477,TDN - CR_PRtd,hg38
chr9,-,17983356,TDN - CR_PRtd,hg38
chr11,-,65466175,TDN - CR_PRtd,hg38
chr8,-,65672478,TDN - CR_PRtd,hg38
chr16,-,3682218,TDN - CR_PRtd,hg38
chr6,+,30524415,TDN - CR_PRtd,hg38
chr20,+,46387135,TDN - CR_PRtd,hg38
chr6,-,31697165,TDN - CR_PRtd,hg38
chr12,+,22504221,TDN - CR_PRtd,hg38
chr14,+,35008070,TDN - CR_PRtd,hg38
chr19,+,6331042,TDN - CR_PRtd,hg38
chr10,-,67899025,TDN - CR_PRtd,hg38
chr18,-,9291265,TDN - CR_PRtd,hg38
chr17,+,2426568,TDN - CR_PRtd,hg38
chr10,+,91823101,TDN - CR_PRtd,hg38
chr7,-,76640112,TDN - CR_PRtd,hg38
chr17,+,57976511,TDN - CR_PRtd,hg38
chr12,+,56289479,TDN - CR_PRtd,hg38
chr1,-,22514336,TDN - CR_PRtd,hg38
chr20,+,63993382,TDN - CR_PRtd,hg38
chr12,+,24583206,TDN - CR_PRtd,hg38
chr9,+,127965956,TDN - CR_PRtd,hg38
chr16,+,30885558,TDN - CR_PRtd,hg38
chr1,+,199148183,TDN - CR_PRtd,hg38
chr17,-,36955905,TDN - CR_PRtd,hg38
chr1,+,153788445,TDN - CR_PRtd,hg38
chr3,-,145761055,TDN - CR_PRtd,hg38
chr12,-,275973,TDN - CR_PRtd,hg38
chr14,+,21360057,TDN - CR_PRtd,hg38
chr9,+,40980715,TDN - CR_PRtd,hg38
chr17,+,7578732,TDN - CR_PRtd,hg38
chr1,+,23969529,TDN - CR_PRtd,hg38
chr3,-,50014495,TDN - CR_PRtd,hg38
chr7,-,116879583,TDN - CR_PRtd,hg38
chrX,+,65711587,TDN - CR_PRtd,hg38
chr17,-,5389113,TDN - CR_PRtd,hg38
chr8,+,144402774,TDN - CR_PRtd,hg38
chr12,+,120036190,TDN - CR_PRtd,hg38
chr22,+,42200452,TDN - CR_PRtd,hg38
chr17,+,7507472,TDN - CR_PRtd,hg38
chr12,+,120005157,TDN - CR_PRtd,hg38
chr12,+,28362741,TDN - CR_PRtd,hg38
chr2,+,3361837,TDN - CR_PRtd,hg38
chr10,-,74138703,TDN - CR_PRtd,hg38
chr6,-,31595353,TDN - CR_PRtd,hg38
chr3,+,37078489,TDN - CR_PRtd,hg38
chr12,-,95022064,TDN - CR_PRtd,hg38
chr6,+,43548971,TDN - CR_PRtd,hg38
chr2,+,218560683,TDN - CR_PRtd,hg38
chr11,+,65149166,TDN - CR_PRtd,hg38
chr17,+,40625486,TDN - CR_PRtd,hg38
chr14,+,80906184,TDN - CR_PRtd,hg38
chr20,-,63719991,TDN - CR_PRtd,hg38
chr19,-,7397958,TDN - CR_PRtd,hg38
chr3,+,171518487,TDN - CR_PRtd,hg38
chr19,+,55400475,TDN - CR_PRtd,hg38
chr17,+,49630030,TDN - CR_PRtd,hg38
chr17,+,8204801,TDN - CR_PRtd,hg38
chr19,+,50004832,TDN - CR_PRtd,hg38
chr1,-,16429125,TDN - CR_PRtd,hg38
chr14,-,32631146,TDN - CR_PRtd,hg38
chr17,-,81240835,TDN - CR_PRtd,hg38
chr22,-,50533824,TDN - CR_PRtd,hg38
chr5,-,179981983,TDN - CR_PRtd,hg38
chr3,+,17281783,TDN - CR_PRtd,hg38
chr1,+,23135616,TDN - CR_PRtd,hg38
chr17,-,59951194,TDN - CR_PRtd,hg38
chr7,-,8038622,TDN - CR_PRtd,hg38
chr1,-,24500082,TDN - CR_PRtd,hg38
chr19,-,58325076,TDN - CR_PRtd,hg38
chr17,-,55237009,TDN - CR_PRtd,hg38
chrX,-,16864795,TDN - CR_PRtd,hg38
chr17,-,2665589,TDN - CR_PRtd,hg38
chr17,+,42462622,TDN - CR_PRtd,hg38
chr9,-,6472018,TDN - CR_PRtd,hg38
chr17,+,64114212,TDN - CR_PRtd,hg38
chr10,-,21591363,TDN - CR_PRtd,hg38
chr7,-,45013971,TDN - CR_PRtd,hg38
chr16,+,69571750,TDN - CR_PRtd,hg38
chr10,-,26748899,TDN - CR_PRtd,hg38
chr11,-,63641175,TDN - CR_PRtd,hg38
chr16,-,89810824,TDN - CR_PRtd,hg38
chr1,-,93123280,TDN - CR_PRtd,hg38
chr17,+,4294227,TDN - CR_PRtd,hg38
chr17,-,76176689,TDN - CR_PRtd,hg38
chr1,+,15658891,TDN - CR_PRtd,hg38
chr12,+,48073781,TDN - CR_PRtd,hg38
chr6,+,32909007,TDN - CR_PRtd,hg38
chr17,+,82913725,TDN - CR_PRtd,hg38
chr1,+,39236660,TDN - CR_PRtd,hg38
chr10,-,122992559,TDN - CR_PRtd,hg38
chr10,+,87875862,TDN - CR_PRtd,hg38
chr16,+,1552554,TDN - CR_PRtd,hg38
chr4,+,99891611,TDN - CR_PRtd,hg38
chr2,-,234431707,TDN - CR_PRtd,hg38
chr17,+,59814497,TDN - CR_PRtd,hg38
chr16,+,69641235,TDN - CR_PRtd,hg38
chr4,-,121888684,TDN - CR_PRtd,hg38
chr2,+,239228190,TDN - CR_PRtd,hg38
chr7,+,3564198,TDN - CR_PRtd,hg38
chr5,-,132452310,TDN - CR_PRtd,hg38
chr6,-,30065015,TDN - CR_PRtd,hg38
chr19,-,8666498,TDN - CR_PRtd,hg38
chr1,-,32302369,TDN - CR_PRtd,hg38
chr9,+,136408416,TDN - CR_PRtd,hg38
chr9,-,109999202,TDN - CR_PRtd,hg38
chr10,-,224469,TDN - CR_PRtd,hg38
chr11,-,108139785,TDN - CR_PRtd,hg38
chr19,+,1931353,TDN - CR_PRtd,hg38
chr8,+,15699002,TDN - CR_PRtd,hg38
chr10,+,95894209,TDN - CR_PRtd,hg38
chr11,+,66761014,TDN - CR_PRtd,hg38
chr4,-,80168773,TDN - CR_PRtd,hg38
chr3,-,49768221,TDN - CR_PRtd,hg38
chr19,-,18836691,TDN - CR_PRtd,hg38
chr9,-,91156427,TDN - CR_PRtd,hg38
chr1,-,212352317,TDN - CR_PRtd,hg38
chrX,+,153339494,TDN - CR_PRtd,hg38
chr8,-,144512909,TDN - CR_PRtd,hg38
chr19,+,16066964,TDN - CR_PRtd,hg38
chr13,+,102930314,TDN - CR_PRtd,hg38
chr5,+,177621998,TDN - CR_PRtd,hg38
chr6,+,42001357,TDN - CR_PRtd,hg38
chr7,+,8032335,TDN - CR_PRtd,hg38
chr12,+,761325,TDN - CR_PRtd,hg38
chr12,+,118342335,TDN - CR_PRtd,hg38
chrX,-,46642347,TDN - CR_PRtd,hg38
chr22,-,37884253,TDN - CR_PRtd,hg38
chr14,-,39091115,TDN - CR_PRtd,hg38
chr1,-,172599438,TDN - CR_PRtd,hg38
chr7,+,75882293,TDN - CR_PRtd,hg38
chr19,+,10183917,TDN - CR_PRtd,hg38
chr2,-,232168732,TDN - CR_PRtd,hg38
chr6,-,31465799,TDN - CR_PRtd,hg38
chr20,+,36076946,TDN - CR_PRtd,hg38
chr11,-,62815045,TDN - CR_PRtd,hg38
chr12,-,53465779,TDN - CR_PRtd,hg38
chr1,+,222283799,TDN - CR_PRtd,hg38
chr11,+,63899188,TDN - CR_PRtd,hg38
chr16,-,2587922,TDN - CR_PRtd,hg38
chr7,-,48712565,TDN - CR_PRtd,hg38
chr17,+,5302852,TDN - CR_PRtd,hg38
chr16,+,206943,TDN - CR_PRtd,hg38
chrX,+,81962580,TDN - CR_PRtd,hg38
chr17,-,81603874,TDN - CR_PRtd,hg38
chr3,-,142339498,TDN - CR_PRtd,hg38
chr15,+,50927856,TDN - CR_PRtd,hg38
chr21,+,34085475,TDN - CR_PRtd,hg38
chr7,+,142822671,TDN - CR_PRtd,hg38
chr2,+,162011668,TDN - CR_PRtd,hg38
chr3,-,14420531,TDN - CR_PRtd,hg38
chr17,-,37578165,TDN - CR_PRtd,hg38
chr5,-,137861146,TDN - CR_PRtd,hg38
chr2,-,119260526,TDN - CR_PRtd,hg38
chr20,-,45032099,TDN - CR_PRtd,hg38
chr19,+,17564023,TDN - CR_PRtd,hg38
chr2,+,47293529,TDN - CR_PRtd,hg38
chr1,+,1263382,TDN - CR_PRtd,hg38
chr3,+,104521107,TDN - CR_PRtd,hg38
chr16,+,27416264,TDN - CR_PRtd,hg38
chr4,+,48525543,TDN - CR_PRtd,hg38
chrX,-,48730111,TDN - CR_PRtd,hg38
chr7,-,59846767,TDN - CR_PRtd,hg38
chr11,-,116386879,TDN - CR_PRtd,hg38
chr12,-,109166500,TDN - CR_PRtd,hg38
chr9,-,128585664,TDN - CR_PRtd,hg38
chr16,+,89564175,TDN - CR_PRtd,hg38
chr21,-,44094473,TDN - CR_PRtd,hg38
chr10,+,43982718,TDN - CR_PRtd,hg38
chr2,-,191310399,TDN - CR_PRtd,hg38
chr3,+,197859950,TDN - CR_PRtd,hg38
chr15,+,41669207,TDN - CR_PRtd,hg38
chr6,+,155110040,TDN - CR_PRtd,hg38
chr16,+,22359562,TDN - CR_PRtd,hg38
chr9,+,129939443,TDN - CR_PRtd,hg38
chr19,-,49457960,TDN - CR_PRtd,hg38
chr2,+,160164653,TDN - CR_PRtd,hg38
chr19,-,49002436,TDN - CR_PRtd,hg38
chr6,-,32620385,TDN - CR_PRtd,hg38
chr11,+,22850674,TDN - CR_PRtd,hg38
chr1,+,103547217,TDN - CR_PRtd,hg38
chr4,-,76838689,TDN - CR_PRtd,hg38
chr9,-,136897157,TDN - CR_PRtd,hg38
chr16,-,87962121,TDN - CR_PRtd,hg38
chr20,-,63995771,TDN - CR_PRtd,hg38
chr6,+,31811905,TDN - CR_PRtd,hg38
chr19,-,13168471,TDN - CR_PRtd,hg38
chr6,-,32862604,TDN - CR_PRtd,hg38
chr17,+,50305556,TDN - CR_PRtd,hg38
chr1,-,110663667,TDN - CR_PRtd,hg38
chr6,-,30512272,TDN - CR_PRtd,hg38
chr22,+,41882671,TDN - CR_PRtd,hg38
chr1,-,44923162,TDN - CR_PRtd,hg38
chr6,-,33312110,TDN - CR_PRtd,hg38
chr12,+,111478341,TDN - CR_PRtd,hg38
chr17,-,7905348,TDN - CR_PRtd,hg38
chr19,-,57116762,TDN - CR_PRtd,hg38
chr19,-,49561413,TDN - CR_PRtd,hg38
chr19,-,19453556,TDN - CR_PRtd,hg38
chr11,+,121440544,TDN - CR_PRtd,hg38
chr11,+,64807862,TDN - CR_PRtd,hg38
chr16,+,1629621,TDN - CR_PRtd,hg38
chr15,-,99631385,TDN - CR_PRtd,hg38
chr3,+,150450525,TDN - CR_PRtd,hg38
chr2,+,233408484,TDN - CR_PRtd,hg38
chr9,-,128976574,TDN - CR_PRtd,hg38
chr14,-,61785301,TDN - CR_PRtd,hg38
chr2,-,24560324,TDN - CR_PRtd,hg38
chr11,+,68553661,TDN - CR_PRtd,hg38
chr17,-,81895105,TDN - CR_PRtd,hg38
chr3,-,10080294,TDN - CR_PRtd,hg38
chr16,+,30440723,TDN - CR_PRtd,hg38
chr8,-,144738350,TDN - CR_PRtd,hg38
chr7,-,74652744,TDN - CR_PRtd,hg38
chr19,-,13183940,TDN - CR_PRtd,hg38
chr1,-,42690374,TDN - CR_PRtd,hg38
chr10,-,120863151,TDN - CR_PRtd,hg38
chr19,+,58311941,TDN - CR_PRtd,hg38
chr15,-,65680256,TDN - CR_PRtd,hg38
chr11,-,65852275,TDN - CR_PRtd,hg38
chr10,+,72827501,TDN - CR_PRtd,hg38
chr12,-,95064516,TDN - CR_PRtd,hg38
chr8,-,144168271,TDN - CR_PRtd,hg38
chr14,-,45096398,TDN - CR_PRtd,hg38
chr17,+,81627415,TDN - CR_PRtd,hg38
chr12,-,1168055,TDN - CR_PRtd,hg38
chr16,-,82156430,TDN - CR_PRtd,hg38
chr17,+,81592961,TDN - CR_PRtd,hg38
chr5,-,177545423,TDN - CR_PRtd,hg38
chr6,+,100168098,TDN - CR_PRtd,hg38
chr8,-,144772916,TDN - CR_PRtd,hg38
chrX,-,155162260,TDN - CR_PRtd,hg38
chr3,+,15731709,TDN - CR_PRtd,hg38
chr15,+,90762826,TDN - CR_PRtd,hg38
chr12,-,25010340,TDN - CR_PRtd,hg38
chr14,+,105246561,TDN - CR_PRtd,hg38
chr5,-,177250972,TDN - CR_PRtd,hg38
chr7,+,35666828,TDN - CR_PRtd,hg38
chr18,-,2718729,TDN - CR_PRtd,hg38
chr12,-,49500303,TDN - CR_PRtd,hg38
chrX,+,78438268,TDN - CR_PRtd,hg38
chr5,-,80734751,TDN - CR_PRtd,hg38
chr3,+,111085918,TDN - CR_PRtd,hg38
chr3,+,10270452,TDN - CR_PRtd,hg38
chr1,+,50554615,TDN - CR_PRtd,hg38
chr5,-,151201377,TDN - CR_PRtd,hg38
chr16,-,66340119,TDN - CR_PRtd,hg38
chrX,+,153938614,TDN - CR_PRtd,hg38
chr1,-,171709432,TDN - CR_PRtd,hg38
chr12,-,356935,TDN - CR_PRtd,hg38
chr12,-,48845246,TDN - CR_PRtd,hg38
chr1,+,205613451,TDN - CR_PRtd,hg38
chr1,-,1320609,TDN - CR_PRtd,hg38
chr6,+,13628079,TDN - CR_PRtd,hg38
chrX,+,154057216,TDN - CR_PRtd,hg38
chr17,-,8260371,TDN - CR_PRtd,hg38
chr8,-,38326225,TDN - CR_PRtd,hg38
chr6,-,30575222,TDN - CR_PRtd,hg38
chr4,+,1875268,TDN - CR_PRtd,hg38
chrX,+,41852805,TDN - CR_PRtd,hg38
chr16,-,1514439,TDN - CR_PRtd,hg38
chr19,-,7434882,TDN - CR_PRtd,hg38
chr21,-,43871417,TDN - CR_PRtd,hg38
chr13,+,72732599,TDN - CR_PRtd,hg38
chr13,+,39680737,TDN - CR_PRtd,hg38
chr1,+,145746618,TDN - CR_PRtd,hg38
chr6,-,24799245,TDN - CR_PRtd,hg38
chr6,+,38880539,TDN - CR_PRtd,hg38
chr20,-,3029825,TDN - CR_PRtd,hg38
chr17,+,37638380,TDN - CR_PRtd,hg38
chr7,+,18443530,TDN - CR_PRtd,hg38
chr17,-,48896993,TDN - CR_PRtd,hg38
chr6,-,16709256,TDN - CR_PRtd,hg38
chr20,+,3361039,TDN - CR_PRtd,hg38
chr1,+,9551685,TDN - CR_PRtd,hg38
chr18,-,34254831,TDN - CR_PRtd,hg38
chr15,+,52614308,TDN - CR_PRtd,hg38
chr1,-,67392976,TDN - CR_PRtd,hg38
chr3,-,49783304,TDN - CR_PRtd,hg38
chr6,+,128525645,TDN - CR_PRtd,hg38
chr3,-,50596396,TDN - CR_PRtd,hg38
chr4,+,113585805,TDN - CR_PRtd,hg38
chr16,+,30287631,TDN - CR_PRtd,hg38
chr1,+,41876105,TDN - CR_PRtd,hg38
chr9,+,36063460,TDN - CR_PRtd,hg38
chr3,+,51750678,TDN - CR_PRtd,hg38
chrX,-,47647320,TDN - CR_PRtd,hg38
chr20,-,2979051,TDN - CR_PRtd,hg38
chr13,+,114257482,TDN - CR_PRtd,hg38
chr19,-,6244899,TDN - CR_PRtd,hg38
chr13,+,108307944,TDN - CR_PRtd,hg38
chr20,-,63718867,TDN - CR_PRtd,hg38
chr20,-,1384950,TDN - CR_PRtd,hg38
chr16,-,50356,TDN - CR_PRtd,hg38
chr15,+,55224211,TDN - CR_PRtd,hg38
chr9,-,40985151,TDN - CR_PRtd,hg38
chr16,+,69642866,TDN - CR_PRtd,hg38
chr7,-,56575345,TDN - CR_PRtd,hg38
chr7,+,105328678,TDN - CR_PRtd,hg38
chr11,+,44114503,TDN - CR_PRtd,hg38
chr11,-,65437071,TDN - CR_PRtd,hg38
chr20,+,2911326,TDN - CR_PRtd,hg38
chr16,-,4724994,TDN - CR_PRtd,hg38
chr7,-,54751651,TDN - CR_PRtd,hg38
chr19,+,13126031,TDN - CR_PRtd,hg38
chr17,-,42216467,TDN - CR_PRtd,hg38
chr11,-,121528096,TDN - CR_PRtd,hg38
chr17,-,81210916,TDN - CR_PRtd,hg38
chr15,-,90548961,TDN - CR_PRtd,hg38
chr2,+,79915926,TDN - CR_PRtd,hg38
chr7,-,110542503,TDN - CR_PRtd,hg38
chr19,+,6804483,TDN - CR_PRtd,hg38
chr5,-,171922508,TDN - CR_PRtd,hg38
chr20,+,9327670,TDN - CR_PRtd,hg38
chr11,+,119020072,TDN - CR_PRtd,hg38
chr11,+,70370233,TDN - CR_PRtd,hg38
chr1,-,150431992,TDN - CR_PRtd,hg38
chr17,+,48415321,TDN - CR_PRtd,hg38
chr6,-,13655253,TDN - CR_PRtd,hg38
chr22,-,37819549,TDN - CR_PRtd,hg38
chr19,+,1189692,TDN - CR_PRtd,hg38
chr8,-,44453311,TDN - CR_PRtd,hg38
chr3,-,50239175,TDN - CR_PRtd,hg38
chr15,+,32783472,TDN - CR_PRtd,hg38
chr11,-,65192061,TDN - CR_PRtd,hg38
chr17,-,4688237,TDN - CR_PRtd,hg38
chr13,+,67131014,TDN - CR_PRtd,hg38
chr3,-,127602046,TDN - CR_PRtd,hg38
chr11,+,10040340,TDN - CR_PRtd,hg38
chr19,+,2111771,TDN - CR_PRtd,hg38
chr7,+,23526375,TDN - CR_PRtd,hg38
chr7,+,27629847,TDN - CR_PRtd,hg38
chr16,+,737471,TDN - CR_PRtd,hg38
chr6,+,30604091,TDN - CR_PRtd,hg38
chr6,-,32956308,TDN - CR_PRtd,hg38
chr12,+,14412491,TDN - CR_PRtd,hg38
chr11,-,68181228,TDN - CR_PRtd,hg38
chr17,+,40147866,TDN - CR_PRtd,hg38
chr5,-,134263571,TDN - CR_PRtd,hg38
chr10,+,3599676,TDN - CR_PRtd,hg38
chr6,-,144338984,TDN - CR_PRtd,hg38
chr20,+,3198205,TDN - CR_PRtd,hg38
chr16,+,30652319,TDN - CR_PRtd,hg38
chr6,-,89698500,TDN - CR_PRtd,hg38
chr17,+,81282414,TDN - CR_PRtd,hg38
chr7,-,87338856,TDN - CR_PRtd,hg38
chr16,-,862428,TDN - CR_PRtd,hg38
chr16,-,22451025,TDN - CR_PRtd,hg38
chr14,-,102799700,TDN - CR_PRtd,hg38
chr1,-,31931663,TDN - CR_PRtd,hg38
chrX,-,85932421,TDN - CR_PRtd,hg38
chr12,-,57340883,TDN - CR_PRtd,hg38
chr17,+,16189098,TDN - CR_PRtd,hg38
chr12,+,46188933,TDN - CR_PRtd,hg38
chr9,+,137561654,TDN - CR_PRtd,hg38
chr22,+,30181572,TDN - CR_PRtd,hg38
chr22,-,40066645,TDN - CR_PRtd,hg38
chr13,+,56547026,TDN - CR_PRtd,hg38
chr19,+,38480514,TDN - CR_PRtd,hg38
chr6,-,99506539,TDN - CR_PRtd,hg38
chr17,+,5410830,TDN - CR_PRtd,hg38
chr12,+,48677015,TDN - CR_PRtd,hg38
chr21,+,33571873,TDN - CR_PRtd,hg38
chr16,-,683291,TDN - CR_PRtd,hg38
chr19,-,47614731,TDN - CR_PRtd,hg38
chr19,+,4389892,TDN - CR_PRtd,hg38
chr17,-,4354257,TDN - CR_PRtd,hg38
chr17,+,1043356,TDN - CR_PRtd,hg38
chr6,-,87624508,TDN - CR_PRtd,hg38
chrX,-,154083162,TDN - CR_PRtd,hg38
chr19,-,49377791,TDN - CR_PRtd,hg38
chr7,-,142203313,TDN - CR_PRtd,hg38
chr17,-,4798092,TDN - CR_PRtd,hg38
chr8,+,109236926,TDN - CR_PRtd,hg38
chr1,-,243035367,TDN - CR_PRtd,hg38
chr20,+,32371515,TDN - CR_PRtd,hg38
chr18,-,44580065,TDN - CR_PRtd,hg38
chr19,-,45837970,TDN - CR_PRtd,hg38
chr5,-,103210601,TDN - CR_PRtd,hg38
chr10,+,110028385,TDN - CR_PRtd,hg38
chr22,-,41604021,TDN - CR_PRtd,hg38
chr19,+,1964872,TDN - CR_PRtd,hg38
chr14,+,21929944,TDN - CR_PRtd,hg38
chr6,-,26373140,TDN - CR_PRtd,hg38
chr22,+,36172797,TDN - CR_PRtd,hg38
chr16,+,215753,TDN - CR_PRtd,hg38
chr1,+,193477926,TDN - CR_PRtd,hg38
chr17,-,59804078,TDN - CR_PRtd,hg38
chr13,+,27257509,TDN - CR_PRtd,hg38
chr7,-,96362930,TDN - CR_PRtd,hg38
chr16,+,1348904,TDN - CR_PRtd,hg38
chr12,-,9513053,TDN - CR_PRtd,hg38
chr2,+,196222313,TDN - CR_PRtd,hg38
chr4,-,188068327,TDN - CR_PRtd,hg38
chr10,+,74508731,TDN - CR_PRtd,hg38
chr1,+,233035970,TDN - CR_PRtd,hg38
chr19,-,54526417,TDN - CR_PRtd,hg38
chr11,+,119202940,TDN - CR_PRtd,hg38
chr10,+,14684857,TDN - CR_PRtd,hg38
chr2,+,213385994,TDN - CR_PRtd,hg38
chr2,+,232092011,TDN - CR_PRtd,hg38
chr16,+,1823978,TDN - CR_PRtd,hg38
chr19,+,906473,TDN - CR_PRtd,hg38
chr8,-,144782487,TDN - CR_PRtd,hg38
chr16,-,934533,TDN - CR_PRtd,hg38
chr8,-,143646070,TDN - CR_PRtd,hg38
chr11,-,63702066,TDN - CR_PRtd,hg38
chr12,-,107250793,TDN - CR_PRtd,hg38
chr12,-,116046473,TDN - CR_PRtd,hg38
chr17,+,31889272,TDN - CR_PRtd,hg38
chr16,+,11039348,TDN - CR_PRtd,hg38
chr8,+,100536429,TDN - CR_PRtd,hg38
chr19,+,54105524,TDN - CR_PRtd,hg38
chr8,+,144771313,TDN - CR_PRtd,hg38
chr17,+,31250239,TDN - CR_PRtd,hg38
chr10,+,7229372,TDN - CR_PRtd,hg38
chr2,+,130177072,TDN - CR_PRtd,hg38
chr16,-,30490951,TDN - CR_PRtd,hg38
chr19,+,51572792,TDN - CR_PRtd,hg38
chr22,+,39404720,TDN - CR_PRtd,hg38
chr2,-,27028718,TDN - CR_PRtd,hg38
chr18,-,223809,TDN - CR_PRtd,hg38
chr19,-,2140471,TDN - CR_PRtd,hg38
chr11,-,67203001,TDN - CR_PRtd,hg38
chr19,+,49927184,TDN - CR_PRtd,hg38
chr6,-,35886597,TDN - CR_PRtd,hg38
chr6,-,36054828,TDN - CR_PRtd,hg38
chr17,-,5478751,TDN - CR_PRtd,hg38
chr3,-,126881317,TDN - CR_PRtd,hg38
chr19,-,11562043,TDN - CR_PRtd,hg38
chr13,+,20628707,TDN - CR_PRtd,hg38
chr15,-,38562549,TDN - CR_PRtd,hg38
chr10,+,80159203,TDN - CR_PRtd,hg38
chr8,+,129142209,TDN - CR_PRtd,hg38
chr17,+,81600391,TDN - CR_PRtd,hg38
chr13,-,21425184,TDN - CR_PRtd,hg38
chr22,+,40589610,TDN - CR_PRtd,hg38
chr19,-,48626548,TDN - CR_PRtd,hg38
chr9,-,15478993,TDN - CR_PRtd,hg38
chr11,-,66198445,TDN - CR_PRtd,hg38
chr17,-,7569053,TDN - CR_PRtd,hg38
chr11,+,67192826,TDN - CR_PRtd,hg38
chr12,-,7207664,TDN - CR_PRtd,hg38
chr4,+,22455639,TDN - CR_PRtd,hg38
chr17,+,65046448,TDN - CR_PRtd,hg38
chr14,-,22897777,TDN - CR_PRtd,hg38
chr19,-,17127616,TDN - CR_PRtd,hg38
chr19,+,48238511,TDN - CR_PRtd,hg38
chr8,-,143937816,TDN - CR_PRtd,hg38
chr3,+,155067545,TDN - CR_PRtd,hg38
chr17,+,4552503,TDN - CR_PRtd,hg38
chr2,-,7474585,TDN - CR_PRtd,hg38
chr12,-,25059258,TDN - CR_PRtd,hg38
chr7,-,158750365,TDN - CR_PRtd,hg38
chr15,+,56239708,TDN - CR_PRtd,hg38
chr14,+,30939550,TDN - CR_PRtd,hg38
chr5,+,94650993,TDN - CR_PRtd,hg38
chr5,-,180855568,TDN - CR_PRtd,hg38
chr14,-,96538594,TDN - CR_PRtd,hg38
chr7,-,100681422,TDN - CR_PRtd,hg38
chr16,-,682225,TDN - CR_PRtd,hg38
chr19,-,2007707,TDN - CR_PRtd,hg38
chr6,+,35603216,TDN - CR_PRtd,hg38
chr2,+,160315039,TDN - CR_PRtd,hg38
chr14,-,36313508,TDN - CR_PRtd,hg38
chr19,+,17730957,TDN - CR_PRtd,hg38
chr1,-,1396485,TDN - CR_PRtd,hg38
chr17,+,81612156,TDN - CR_PRtd,hg38
chr16,-,1417391,TDN - CR_PRtd,hg38
chr16,-,89729253,TDN - CR_PRtd,hg38
chr19,-,1091431,TDN - CR_PRtd,hg38
chr14,+,105293124,TDN - CR_PRtd,hg38
chr19,-,6779434,TDN - CR_PRtd,hg38
chr1,+,1569757,TDN - CR_PRtd,hg38
chr17,+,37548860,TDN - CR_PRtd,hg38
chr10,+,60605050,TDN - CR_PRtd,hg38
chr21,-,34953251,TDN - CR_PRtd,hg38
chr20,+,10397581,TDN - CR_PRtd,hg38
chr12,-,47108047,TDN - CR_PRtd,hg38
chr3,+,47115025,TDN - CR_PRtd,hg38
chr13,-,29821192,TDN - CR_PRtd,hg38
chr2,+,179968925,TDN - CR_PRtd,hg38
chr3,-,31591713,TDN - CR_PRtd,hg38
chr11,-,64200030,TDN - CR_PRtd,hg38
chr16,+,15681218,TDN - CR_PRtd,hg38
chr19,-,34174820,TDN - CR_PRtd,hg38
